"ano";"id_org_unica";"org_limpo";"dotacao_atual_total";"pago_total";"dotacao_atual_invest";"pago_invest";"servidores_superior";"servidores_naosup";"pep_servidores";"forca_trabalho";"id_org_ano";"existencia";"estr_intl"
2009;750;"Ministério da Mulher, da Família e dos Direitos Humanos";NA;NA;NA;NA;NA;NA;NA;NA;"2009750";0;NA
2010;750;"Ministério da Mulher, da Família e dos Direitos Humanos";NA;NA;NA;NA;NA;NA;NA;NA;"2010750";0;NA
2011;750;"Ministério da Mulher, da Família e dos Direitos Humanos";NA;NA;NA;NA;NA;NA;NA;NA;"2011750";0;NA
2012;750;"Ministério da Mulher, da Família e dos Direitos Humanos";NA;NA;NA;NA;NA;NA;NA;NA;"2012750";0;NA
2013;750;"Ministério da Mulher, da Família e dos Direitos Humanos";NA;NA;NA;NA;NA;NA;NA;NA;"2013750";0;NA
2014;750;"Ministério da Mulher, da Família e dos Direitos Humanos";NA;NA;NA;NA;NA;NA;NA;NA;"2014750";0;NA
2015;750;"Ministério da Mulher, da Família e dos Direitos Humanos";NA;NA;NA;NA;NA;NA;NA;NA;"2015750";0;NA
2016;750;"Ministério da Mulher, da Família e dos Direitos Humanos";451452712;190833241;82375998;2672976;NA;NA;NA;NA;"2016750";1;NA
2017;750;"Ministério da Mulher, da Família e dos Direitos Humanos";NA;NA;NA;NA;177;56;233;NA;"2017750";1;1
2018;750;"Ministério da Mulher, da Família e dos Direitos Humanos";494208367;264092828;159099187;61921080;306;102;409;NA;"2018750";1;1
2019;750;"Ministério da Mulher, da Família e dos Direitos Humanos";610446878;213271855;173293093;34360894;378;81;460;NA;"2019750";1;1
2020;750;"Ministério da Mulher, da Família e dos Direitos Humanos";852839736;396766535;161534616;7122974;392;73;465;NA;"2020750";1;1
1997;430;"Ministério da Pesca e Aquicultura";NA;NA;NA;NA;NA;NA;NA;NA;"1997430";0;NA
1998;430;"Ministério da Pesca e Aquicultura";NA;NA;NA;NA;NA;NA;NA;NA;"1998430";0;NA
1999;430;"Ministério da Pesca e Aquicultura";NA;NA;NA;NA;NA;NA;NA;NA;"1999430";0;NA
2000;430;"Ministério da Pesca e Aquicultura";NA;NA;NA;NA;NA;NA;NA;NA;"2000430";0;NA
2001;430;"Ministério da Pesca e Aquicultura";NA;NA;NA;NA;NA;NA;NA;NA;"2001430";0;NA
2002;430;"Ministério da Pesca e Aquicultura";NA;NA;NA;NA;NA;NA;NA;NA;"2002430";0;NA
2003;430;"Ministério da Pesca e Aquicultura";NA;NA;NA;NA;NA;NA;NA;NA;"2003430";0;NA
2004;430;"Ministério da Pesca e Aquicultura";NA;NA;NA;NA;NA;NA;NA;NA;"2004430";0;NA
2005;430;"Ministério da Pesca e Aquicultura";NA;NA;NA;NA;NA;NA;NA;NA;"2005430";0;NA
2006;430;"Ministério da Pesca e Aquicultura";NA;NA;NA;NA;NA;NA;NA;NA;"2006430";0;NA
2007;430;"Ministério da Pesca e Aquicultura";NA;NA;NA;NA;NA;NA;NA;NA;"2007430";0;NA
2008;430;"Ministério da Pesca e Aquicultura";NA;NA;NA;NA;NA;NA;NA;NA;"2008430";0;NA
2009;430;"Ministério da Pesca e Aquicultura";36159028;0;36158028;0;NA;NA;NA;NA;"2009430";1;1
2010;430;"Ministério da Pesca e Aquicultura";773885765;171109400;421342081;53376213;372;224;596;605;"2010430";1;1
2011;430;"Ministério da Pesca e Aquicultura";559749826;108093267;281669505;4301154;357;229;586;593;"2011430";1;1
2012;430;"Ministério da Pesca e Aquicultura";344216968;108172287;137686019;9450821;366;227;593;594;"2012430";1;1
2013;430;"Ministério da Pesca e Aquicultura";637355327;124455772;348563473;10047540;362;206;568;572;"2013430";1;1
2014;430;"Ministério da Pesca e Aquicultura";431885901;124926390;191669164;4268501;345;191;536;531;"2014430";1;1
2015;430;"Ministério da Pesca e Aquicultura";774623177;104017982;439111063;651129;254;122;376;371;"2015430";1;1
2016;430;"Ministério da Pesca e Aquicultura";NA;NA;NA;NA;NA;NA;NA;NA;"2016430";0;1
2017;430;"Ministério da Pesca e Aquicultura";NA;NA;NA;NA;NA;NA;NA;NA;"2017430";0;1
2018;430;"Ministério da Pesca e Aquicultura";NA;NA;NA;NA;NA;NA;NA;NA;"2018430";0;1
2019;430;"Ministério da Pesca e Aquicultura";NA;NA;NA;NA;NA;NA;NA;NA;"2019430";0;1
2020;430;"Ministério da Pesca e Aquicultura";NA;NA;NA;NA;NA;NA;NA;NA;"2020430";0;1
1997;431;"Ministério da Previdência Social";NA;NA;NA;NA;NA;NA;NA;45718;"1997431";1;1
1998;431;"Ministério da Previdência Social";NA;NA;NA;NA;NA;NA;NA;43789;"1998431";1;1
1999;431;"Ministério da Previdência Social";NA;NA;NA;NA;534;809;4198;41566;"1999431";1;1
2000;431;"Ministério da Previdência Social";75552882847;74270255428;93046373;39712198;434;673;3945;40664;"2000431";1;1
2001;431;"Ministério da Previdência Social";86777469658;85754729000;175750318;23655361;481;626;3938;40121;"2001431";1;1
2002;431;"Ministério da Previdência Social";1e+13;98867996096;157917037;13869137;503;565;3880;39523;"2002431";1;1
2003;431;"Ministério da Previdência Social";1,16e+13;1,13e+13;57218489;4615762;493;551;3845;40254;"2003431";1;0
2004;431;"Ministério da Previdência Social";1,34e+13;1,32e+13;41050725;8087499;953;733;4463;40660;"2004431";1;0
2005;431;"Ministério da Previdência Social";1,55e+13;1,53e+13;100906731;5770782;1785;1063;5610;42202;"2005431";1;0
2006;431;"Ministério da Previdência Social";1,75e+13;1,74e+13;208164288;21901750;1845;1081;5674;43782;"2006431";1;0
2007;431;"Ministério da Previdência Social";1,93e+13;1,92e+13;131250000;12685811;797;616;4130;39771;"2007431";1;1
2008;431;"Ministério da Previdência Social";2,12e+13;1,94e+13;172228238;22559044;829;604;4116;39983;"2008431";1;1
2009;431;"Ministério da Previdência Social";2,41e+13;2,24e+13;781788118;22747000;820;592;4053;39006;"2009431";1;0
2010;431;"Ministério da Previdência Social";2,68e+13;2,54e+13;186468950;35263914;762;679;4037;39557;"2010431";1;1
2011;431;"Ministério da Previdência Social";2,96e+13;2,81e+13;157984976;15794769;811;668;4047;38239;"2011431";1;1
2012;431;"Ministério da Previdência Social";3,32e+13;3,16e+13;329972988;40663309;822;637;3998;38906;"2012431";1;1
2013;431;"Ministério da Previdência Social";3,72e+13;3,56e+13;217920119;19731634;741;598;3847;40285;"2013431";1;1
2014;431;"Ministério da Previdência Social";4,16e+13;3,92e+13;148575538;76750933;730;566;3751;39205;"2014431";1;1
2015;431;"Ministério da Previdência Social";4,55e+13;4,28e+13;43218871;12957771;757;533;3722;37924;"2015431";0;1
2016;431;"Ministério da Previdência Social";0;0;0;0;727;516;3633;36709;"2016431";0;1
2017;431;"Ministério da Previdência Social";NA;NA;NA;NA;NA;NA;1;NA;"2017431";0;1
2018;431;"Ministério da Previdência Social";NA;NA;NA;NA;NA;NA;NA;NA;"2018431";0;1
2019;431;"Ministério da Previdência Social";NA;NA;NA;NA;NA;NA;NA;NA;"2019431";0;1
2020;431;"Ministério da Previdência Social";NA;NA;NA;NA;NA;NA;NA;NA;"2020431";0;1
1997;432;"Ministério da Saúde";NA;NA;NA;NA;NA;NA;NA;123159;"1997432";1;0
1998;432;"Ministério da Saúde";NA;NA;NA;NA;NA;NA;NA;116862;"1998432";1;1
1999;432;"Ministério da Saúde";NA;NA;NA;NA;39640;72534;226246;110804;"1999432";1;1
2000;432;"Ministério da Saúde";23544545044;20840655477;1686298951;202780679;38767;71394;225771;102480;"2000432";1;1
2001;432;"Ministério da Saúde";27211001298;23235189033;2961380874;381356013;42658;65630;225027;104948;"2001432";1;1
2002;432;"Ministério da Saúde";29925612516;26027957018;2418924125;476853178;43228;62687;223820;103634;"2002432";1;1
2003;432;"Ministério da Saúde";31173255487;28219878370;1427164743;173163772;41529;65395;227502;105238;"2003432";1;1
2004;432;"Ministério da Saúde";38216590428;33652264131;2496791961;574587368;40852;63902;226350;103483;"2004432";1;1
2005;432;"Ministério da Saúde";42931340522;36845040043;2589449989;265718665;42786;64416;229260;106079;"2005432";1;1
2006;432;"Ministério da Saúde";46180558742;39949908860;3316729809;431530233;45402;64493;232306;109107;"2006432";1;1
2007;432;"Ministério da Saúde";52992319275;43839983401;4714740331;208289099;44533;62504;230819;106259;"2007432";1;1
2008;432;"Ministério da Saúde";56736426612;48421304530;3940089746;278106508;44221;62176;231684;105621;"2008432";1;1
2009;432;"Ministério da Saúde";64328379880;54319012576;4263054204;353684527;43964;62304;232576;105456;"2009432";1;1
2010;432;"Ministério da Saúde";69790948315;60924192394;4580980079;667007566;43687;59788;231991;102865;"2010432";1;1
2011;432;"Ministério da Saúde";80873978125;70101574690;5752205868;730674040;43259;57253;231033;99962;"2011432";1;1
2012;432;"Ministério da Saúde";95903835874;78272325636;12142587347;1310363864;43140;55188;230101;97798;"2012432";1;1
2013;432;"Ministério da Saúde";1,01e+13;83825836820;9382218737;1246894919;45193;52957;231226;97632;"2013432";1;1
2014;432;"Ministério da Saúde";1,08e+13;94107630692;9444750766;1481059029;48989;51674;234500;99751;"2014432";1;1
2015;432;"Ministério da Saúde";1,21e+13;1,02e+13;10286884924;1125731606;51751;49710;235341;100806;"2015432";1;1
2016;432;"Ministério da Saúde";1,21e+13;1,09e+13;6769116206;2023832202;54767;48173;237033;102314;"2016432";1;1
2017;432;"Ministério da Saúde";1,3e+13;1,12e+13;8216962892;922360567;57971;45796;239451;NA;"2017432";1;1
2018;432;"Ministério da Saúde";1,32e+13;1,17e+13;5416571103;1975694305;58374;43337;238784;NA;"2018432";1;1
2019;432;"Ministério da Saúde";1,38e+13;1,24e+13;4506624961;1179557218;62266;36770;242916;NA;"2019432";1;1
2020;432;"Ministério da Saúde";1,98e+13;1,6e+13;6160946348;3212149464;63639;33281;241385;NA;"2020432";1;1
2000;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2000752";0;NA
2001;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2001752";0;NA
2002;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2002752";0;NA
2003;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2003752";0;NA
2004;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2004752";0;NA
2005;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2005752";0;NA
2006;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2006752";0;NA
2007;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2007752";0;NA
2008;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2008752";0;NA
2009;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2009752";0;NA
2010;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2010752";0;NA
2011;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2011752";0;NA
2012;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2012752";0;NA
2013;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2013752";0;NA
2014;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2014752";0;NA
2015;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2015752";0;NA
2016;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2016752";0;NA
2017;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2017752";0;NA
2018;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2018752";1;NA
2019;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2019752";0;NA
2020;752;"Ministério da Segurança Pública";NA;NA;NA;NA;NA;NA;NA;NA;"2020752";0;NA
2000;428;"Ministério da Integração Nacional";5198575153;4015414327;1617168656;723910874;998;2006;14984;3905;"2000428";1;1
2001;428;"Ministério da Integração Nacional";6956364492;4228380754;2254631909;579713142;946;1712;14097;2480;"2001428";1;1
2002;428;"Ministério da Integração Nacional";7346670873;4381158689;2145081369;465302806;1042;1677;14094;2537;"2002428";1;1
2003;433;"Ministério das Cidades";3202935590;1036238525;1930777706;1618170933;142;65;207;207;"2003433";1;1
2004;433;"Ministério das Cidades";2970074595;1399373599;1496374193;4347519173;186;94;280;280;"2004433";1;1
2005;433;"Ministério das Cidades";4497383091;1127891938;2725448065;1548308756;199;121;320;320;"2005433";1;1
2006;433;"Ministério das Cidades";5103413785;1252860334;3324207681;2022837465;302;132;434;430;"2006433";1;1
2007;433;"Ministério das Cidades";9101566191;1690340700;6797047086;1541795137;288;136;424;418;"2007433";1;1
2008;433;"Ministério das Cidades";8728338285;1912206039;7403817721;1084430659;347;124;471;460;"2008433";1;1
2009;433;"Ministério das Cidades";15314807771;4357269972;8682383290;1913670899;496;139;636;604;"2009433";1;1
2010;433;"Ministério das Cidades";16200331984;2527020932;8013808801;1509713595;442;128;572;565;"2010433";1;1
2011;433;"Ministério das Cidades";22252255913;2369272777;7637883953;7491002463;424;118;543;542;"2011433";1;1
2012;433;"Ministério das Cidades";28548587382;4600112850;11742209781;1151816390;309;103;413;519;"2012433";1;1
2013;433;"Ministério das Cidades";26771145488;8315935665;9895761730;6390803817;292;96;389;496;"2013433";1;1
2014;433;"Ministério das Cidades";27178004786;13117350258;8256158955;8371886358;344;135;480;437;"2014433";1;1
2015;433;"Ministério das Cidades";37258179368;17038693721;10194843072;3328284054;344;131;475;432;"2015433";1;1
2016;433;"Ministério das Cidades";13123253217;8868522766;3579497479;6847499043;315;122;439;392;"2016433";1;1
2017;433;"Ministério das Cidades";11224846110;6234180944;4770559112;1269041971;301;108;411;NA;"2017433";1;1
2018;433;"Ministério das Cidades";11235923147;6839792045;3814962805;7979932544;305;99;407;NA;"2018433";1;1
2019;428;"Ministério da Integração Nacional";18958684391;10691594811;9408593370;2139219093;1707;1018;12241;NA;"2019428";1;1
2020;428;"Ministério da Integração Nacional";19501005933;9107596969;11886431604;2752398682;1736;950;12012;NA;"2020428";1;1
1997;434;"Ministério das Comunicações";NA;NA;NA;NA;NA;NA;NA;1313;"1997434";1;0
1998;434;"Ministério das Comunicações";NA;NA;NA;NA;NA;NA;NA;1322;"1998434";1;0
1999;434;"Ministério das Comunicações";NA;NA;NA;NA;355;739;41375;1657;"1999434";1;0
2000;434;"Ministério das Comunicações";870019447;643166115;82832731;7352169;256;469;40416;1525;"2000434";1;0
2001;434;"Ministério das Comunicações";2331369733;764813228;1008090784;18072661;259;410;39771;1644;"2001434";1;0
2002;434;"Ministério das Comunicações";2843773141;918412671;823304266;31431723;246;325;38671;1761;"2002434";1;0
2003;434;"Ministério das Comunicações";2038887405;958070891;55156044;10274925;223;305;37938;1685;"2003434";1;0
2004;434;"Ministério das Comunicações";2203222250;972796577;62900855;13451725;227;299;37152;1604;"2004434";1;0
2005;434;"Ministério das Comunicações";3661098976;1013807642;150681968;12477180;239;289;36077;2000;"2005434";1;0
2006;434;"Ministério das Comunicações";4039328645;1052371635;120311424;9212454;301;317;35122;2009;"2006434";1;0
2007;434;"Ministério das Comunicações";4900245467;1149094411;175565323;9775204;297;310;34156;2048;"2007434";1;0
2008;434;"Ministério das Comunicações";5007170343;1149047166;38384381;1021983;299;311;33249;1971;"2008434";1;0
2009;434;"Ministério das Comunicações";6546283358;1275710269;114151836;2000338;356;304;31898;2156;"2009434";1;0
2010;434;"Ministério das Comunicações";3404772540;1412985938;92359270;5267787;470;329;31093;2348;"2010434";1;0
2011;434;"Ministério das Comunicações";4532969945;1580117262;122521956;18173086;497;497;30358;2383;"2011434";1;0
2012;434;"Ministério das Comunicações";5659737846;1485940033;185972583;4401341;473;515;29068;2271;"2012434";1;0
2013;434;"Ministério das Comunicações";5338799923;1630145807;156269148;8332746;525;516;28368;2299;"2013434";1;0
2014;434;"Ministério das Comunicações";13099967863;1898721950;129127111;4295259;512;505;27561;2404;"2014434";1;0
2015;434;"Ministério das Comunicações";11203057174;1942289092;81113931;1705344;503;485;26803;2440;"2015434";1;0
2016;434;"Ministério das Comunicações";6642511995;2329753568;40824850;4860644;NA;NA;5;NA;"2016434";0;1
2017;434;"Ministério das Comunicações";NA;NA;NA;NA;NA;NA;1;NA;"2017434";0;1
2018;434;"Ministério das Comunicações";NA;NA;NA;NA;NA;NA;NA;NA;"2018434";0;1
2019;434;"Ministério das Comunicações";NA;NA;NA;NA;NA;NA;NA;NA;"2019434";0;1
2020;434;"Ministério das Comunicações";NA;NA;NA;NA;NA;NA;NA;NA;"2020434";0;1
1997;435;"Ministério das Relações Exteriores";NA;NA;NA;NA;NA;NA;NA;3099;"1997435";1;1
1998;435;"Ministério das Relações Exteriores";NA;NA;NA;NA;NA;NA;NA;3140;"1998435";1;1
1999;435;"Ministério das Relações Exteriores";NA;NA;NA;NA;1991;1203;5229;3051;"1999435";1;1
2000;435;"Ministério das Relações Exteriores";814814123;830179797;16759729;10825246;1968;1162;5204;2993;"2000435";1;1
2001;435;"Ministério das Relações Exteriores";1007040716;1003157126;17264894;10309121;2044;1034;5198;2943;"2001435";1;1
2002;435;"Ministério das Relações Exteriores";1278837222;1426925908;12605000;15632209;2082;1049;5264;2998;"2002435";1;1
2003;435;"Ministério das Relações Exteriores";1333866967;1252837526;12776090;8734581;2038;1010;5249;2917;"2003435";1;1
2004;435;"Ministério das Relações Exteriores";1853305765;1370666711;39665186;27616551;2114;982;5300;2962;"2004435";1;1
2005;435;"Ministério das Relações Exteriores";1842500688;1525761381;68151689;62921888;2303;1014;5552;3173;"2005435";1;1
2006;435;"Ministério das Relações Exteriores";1642401788;1501281648;39506376;21944256;2349;994;5591;3214;"2006435";1;1
2007;435;"Ministério das Relações Exteriores";1966881218;1620953822;27159236;21832925;2479;965;5716;3335;"2007435";1;1
2008;435;"Ministério das Relações Exteriores";1889502508;2049145090;38569180;40606430;2585;986;5869;3467;"2008435";1;1
2009;435;"Ministério das Relações Exteriores";2096962945;1735373197;54415987;41182360;2766;962;6032;3619;"2009435";1;1
2010;435;"Ministério das Relações Exteriores";2454875566;2089697232;8,1e+11;36474174;2856;940;6106;3727;"2010435";1;1
2011;435;"Ministério das Relações Exteriores";2520589665;2155615828;60315000;28705204;2842;902;6085;3670;"2011435";1;1
2012;435;"Ministério das Relações Exteriores";2649969128;2484578709;102461500;43604419;2831;869;6073;3619;"2012435";1;1
2013;435;"Ministério das Relações Exteriores";2619444587;2494945961;33944500;16648753;2785;832;6018;3528;"2013435";1;1
